date,state,positive,negative,pending,currentlyHospitalized,cumulativeHospitalized,currentlyInIcu,cumulativeInIcu,currentlyOnVentilator,cumulativeOnVentilator,recovered,death,hash,dateChecked,totalTestResults,total,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200322,OK,67,669,102,,11,,,,,,2,278787ed8709b3f52ea116be396fe4751346ef12,2020-03-22T20:00:00Z,736,838,40,1,0,109,14,123
20200322,OR,161,2864,,,43,,,,,,4,a94b10c00ccfa2c91d9f0146b9ee20f1e5633c8b,2020-03-22T20:00:00Z,3025,3025,41,1,0,861,47,908
20200322,PA,479,4964,,,,,,,,,2,80f6ede7d38a4076905440a8a4bb54f786a08dae,2020-03-22T20:00:00Z,5443,5443,42,0,0,1198,108,1306
20200322,PR,23,183,69,,,,,,,,,f1006156f41499e08faa18a6be7259876145172b,2020-03-22T20:00:00Z,206,275,72,0,0,40,2,42
20200322,RI,83,932,216,,,,,,,,,c06e0e82e6fde522b33d13fcb21a3b6e38eaa32d,2020-03-22T20:00:00Z,1015,1231,44,0,0,70,17,87
20200322,SC,195,1466,,,,,,,,,3,31791da942a4ba15649ec029f378c04c4721af5e,2020-03-22T20:00:00Z,1661,1661,45,2,0,211,43,254
20200322,SD,21,740,277,,,,,,,,1,1e0aa104fcd20d9a8ef5a809f6f172458c985f82,2020-03-22T20:00:00Z,761,1038,46,0,0,49,7,56
20200322,TN,505,3272,,,,,,,,,,db967242b4db20194b6ec3591485890b9f543bfd,2020-03-22T20:00:00Z,3777,3777,47,0,0,0,134,134
20200322,TX,334,8422,,,,,,,,,5,167ee975722ce2dc23eadd427a16e6b87dd601ee,2020-03-22T20:00:00Z,8756,8756,48,0,0,2204,30,2234
20200322,UT,181,3508,,,,,,,,,1,abe42b672f2bc5e745b935c9f60d8f003e18d54f,2020-03-22T20:00:00Z,3689,3689,49,1,0,1084,45,1129
20200322,VA,219,3118,,,32,,,,,,3,8b490d728ff4344cd1e05aa60483c8e0f9ddeb06,2020-03-22T20:00:00Z,3337,3337,51,1,0,480,67,547
20200322,VI,6,,,,,,,,,,0,1892b9c6af5931b187ed35daf4b69c07b1581f27,2020-03-22T20:00:00Z,6,6,78,0,0,0,0,0
20200322,VT,52,1106,,,,,,,,,2,64cf607a3e8d956abeeae2295e4f6fd075cc59ba,2020-03-22T20:00:00Z,1158,1158,50,0,0,327,23,350
20200322,WA,1793,25328,,,,,,,,,94,4608860d26324d5c49413b8fd7a478bebd79b6d9,2020-03-22T20:00:00Z,27121,27121,53,11,0,3609,269,3878
20200322,WI,385,6230,,,,,,,,,4,a0c3048cce787c51aeeea24c6601269b5fb9f7ac,2020-03-22T20:00:00Z,6615,6615,55,0,0,1602,104,1706
20200322,WV,12,385,1,,1,,,,,,0,4552d77552b5340eea2869ceaa94e0336a16d278,2020-03-22T20:00:00Z,397,398,54,0,0,55,1,56
20200322,WY,24,438,,,,,,,,,,eaa80846d978140b4856f916ff06f5e155c37fa9,2020-03-22T20:00:00Z,462,462,56,0,0,0,1,1
20200321,AK,14,758,,,0,,,,,,,d37fd92ca14cd59552c7ebb75afc9947b030de12,2020-03-21T20:00:00Z,772,772,02,0,0,72,2,74
20200321,AL,124,28,,,,,,,,,0,ad6b7cd4902a3e760d4a327fd2ae73d0a3cf15af,2020-03-21T20:00:00Z,152,152,01,0,0,0,43,43
20200321,AR,118,567,154,,,,,,,,,16012977f2464276a35d7f4f4ee50e8af8aafea6,2020-03-21T20:00:00Z,685,839,05,0,0,216,22,238
20200321,AS,,,,,,,,,,,0,029d899b4a03dc4df33fa23a56572433a6d7e4a3,2020-03-21T20:00:00Z,0,0,60,0,0,0,0,0
20200321,AZ,104,240,122,,,,,,,,1,621bf2f214e5ef122a7938cb6c92bcd531a38e8a,2020-03-21T20:00:00Z,344,466,04,1,0,29,39,68
20200321,CA,1279,11249,,,,,,,,,24,f299a1284fda477a97e5d9215b9785e43c68cbbc,2020-03-21T20:00:00Z,12528,12528,06,4,0,825,216,1041
20200321,CO,363,3317,,,44,,,,,,4,be23b38767c98c26cc1c6b470205b2a55d1f88c7,2020-03-21T20:00:00Z,3680,3680,08,1,0,642,86,728
20200321,CT,194,2106,,,,,,,,,4,2e326f9e27a94221eb51a5848e2dbaa32afc1462,2020-03-21T20:00:00Z,2300,2300,09,1,0,1502,0,1502
20200321,DC,77,506,0,,,,,,,,1,dd14592cb9728d02beedb125f2c105c1c9b88c40,2020-03-21T20:00:00Z,583,583,11,0,0,5,6,11
20200321,DE,45,36,,,,,,,,,0,96ebb8b3b5d0f1f329ee3096ad4575f5140dbbba,2020-03-21T20:00:00Z,81,81,10,0,0,0,7,7
20200321,FL,658,6579,1002,,158,,,,,,12,a1f8174b9db315cf0476b82aa0423f1ac47269d9,2020-03-21T20:00:00Z,7237,8239,12,2,0,4709,138,4847
20200321,GA,507,2557,,,,,,,,,14,45969905aa5edb054444c6f922cebb0dffdcf752,2020-03-21T20:00:00Z,3064,3064,13,1,0,591,87,678
20200321,GU,15,108,,,,,,,,,,026c9735b820cf9a88fe1fbf522514c7e91ea759,2020-03-21T20:00:00Z,123,123,66,0,0,22,1,23
20200321,HI,37,124,9,,,,,,,,,77760ffcb7b9f0eff610f7a32f2f780458c0ad6e,2020-03-21T20:00:00Z,161,170,15,0,0,0,11,11
20200321,IA,68,1049,,,,,,,,,,ae5cbe1be34be8476d9bb5280602509bc62ac2d9,2020-03-21T20:00:00Z,1117,1117,19,0,0,407,23,430
20200321,ID,31,880,,,,,,,,,,49c137e004da124b95d242519ba4f03deecb4294,2020-03-21T20:00:00Z,911,911,16,0,0,290,8,298
20200321,IL,753,5488,,,,,,,,,6,3ee3e1b79443362421e9c9e30c1ff9bf8067a1a1,2020-03-21T20:00:00Z,6241,6241,17,1,0,1792,168,1960
20200321,IN,126,707,,,1,,,,,,4,e5555d1fadc995a083348dd3a8522d5927d3dfa9,2020-03-21T20:00:00Z,833,833,18,2,0,232,47,279
20200321,KS,55,417,,,,,,,,,2,de36bb84634a887273b6f515e05c8a357af602f7,2020-03-21T20:00:00Z,472,472,20,1,0,0,11,11
20200321,KY,54,714,,,,,,,,,2,085a766b8ba3959dc51b4bb4d59cdfdd91d715bf,2020-03-21T20:00:00Z,768,768,21,1,0,122,7,129
20200321,LA,585,2180,,,,,,,,,16,2833536c349c954fb6b586cc1b84c0912c057517,2020-03-21T20:00:00Z,2765,2765,22,4,0,1612,106,1718
20200321,MA,525,4752,,,61,,,,,,1,ed61d9e1c99a60b2b880de806459a0b9cbad2772,2020-03-21T20:00:00Z,5277,5277,25,0,0,1074,112,1186
20200321,MD,190,94,,,,,,,,,2,0d31ceb5d230b94b5f1a3c43b84a1686039edf8f,2020-03-21T20:00:00Z,284,284,24,1,0,0,41,41
20200321,ME,73,2264,,,,,,,,,,061fc8f3fab4d4b18e6280fb02cb4cbf8af2517b,2020-03-21T20:00:00Z,2337,2337,23,0,0,0,16,16
20200321,MI,787,2069,,,,,,,,,5,655838d83abee7b428b984f65828df5b9f93df27,2020-03-21T20:00:00Z,2856,2856,26,2,0,0,238,238
20200321,MN,138,3952,,,,,,,,,1,637a4e2ba52a0c92ac9b908e3538d6c52c70b34c,2020-03-21T20:00:00Z,4090,4090,27,1,0,211,23,234
20200321,MO,73,369,,,,,,,,,3,e80a77d135eb2ca040b6743ddcfe7d5935d69821,2020-03-21T20:00:00Z,442,442,29,2,0,0,26,26
20200321,MP,0,,,,,,,,,,0,60e1e9b304ac186a4dd09f4c44ad29be29d655c1,2020-03-21T20:00:00Z,0,0,69,0,0,0,0,0
20200321,MS,140,695,,,,,,,,,1,6791666076b28f706669aa6d1716d1d331978f57,2020-03-21T20:00:00Z,835,835,28,0,0,0,60,60
20200321,MT,20,1146,,,,,,,,,,bbd21782368674a977c1cf75fd5b363bcef7a6fa,2020-03-21T20:00:00Z,1166,1166,30,0,0,215,4,219
20200321,NC,184,5092,,,,,,,,,0,8984662d4326a2f994a72b3991260e2d3613eb4c,2020-03-21T20:00:00Z,5276,5276,37,0,0,1996,47,2043
20200321,ND,28,1141,,,3,,,,,,0,70012763e71da476546eafa8c6d246b4d62ca664,2020-03-21T20:00:00Z,1169,1169,38,0,0,341,8,349
20200321,NE,38,356,,,,,,,,,0,9189b302eae0b4113cb974579ff84c0c1b4f8f69,2020-03-21T20:00:00Z,394,394,31,0,0,116,6,122
20200321,NH,55,973,942,,,,,,,,,78be793be985e5cd2d1491681111d43dad81e860,2020-03-21T20:00:00Z,1028,1970,33,0,0,228,11,239
20200321,NJ,1327,294,40,,,,,,,,16,93b646e8cd9affb891dc08bd69f60ea22f281a7e,2020-03-21T20:00:00Z,1621,1661,34,5,0,30,437,467
20200321,NM,57,3771,,,,,,,,,,b52bc3fa07dab0f93e1ea10f6a90fb8fe8cafeb2,2020-03-21T20:00:00Z,3828,3828,35,0,0,0,14,14
20200321,NV,124,2384,,,,,,,,,2,2df79ca5710877ceefcaf994f2e095d0c50b09b8,2020-03-21T20:00:00Z,2508,2508,32,1,0,392,15,407
20200321,NY,10356,35081,,,1603,,,,,,44,a7e51b5c5acfddb0bc7d2d939caa0fb5607d01d1,2020-03-21T20:00:00Z,45437,45437,36,9,0,9756,3254,13010
20200321,OH,247,140,,,58,,,,,,3,ba3549cc2d41bf4742539fe9f11d98e4b1b2f97b,2020-03-21T20:00:00Z,387,387,39,2,0,0,78,78
20200321,OK,53,560,144,,10,,,,,,1,7370fdde13b52d065c04715b4781c371ac295180,2020-03-21T20:00:00Z,613,757,40,0,0,22,4,26
20200321,OR,114,2003,433,,,,,,,,3,8b580317682d97b5147e23db1a291c2fc15c3bef,2020-03-21T20:00:00Z,2117,2550,41,0,0,0,0,0
20200321,PA,371,3766,,,,,,,,,2,4ec371eee56dabb022378653f9beec1e347ef935,2020-03-21T20:00:00Z,4137,4137,42,1,0,1192,103,1295
20200321,PR,21,143,71,,,,,,,,,60a9dce73f30ac28bdd8e81127cdf5aa7051aa83,2020-03-21T20:00:00Z,164,235,72,0,0,29,7,36
20200321,RI,66,862,290,,,,,,,,,faccc7b49bb81c2af86e069fe99d29f12ad542dd,2020-03-21T20:00:00Z,928,1218,44,0,0,208,12,220
20200321,SC,152,1255,,,,,,,,,1,c6dacd854064670e70c473ce419c5ed91476e877,2020-03-21T20:00:00Z,1407,1407,45,0,0,422,71,493
20200321,SD,14,691,268,,,,,,,,1,8b2133154eafa8e6fff18560f274580ce3da6158,2020-03-21T20:00:00Z,705,973,46,0,0,28,0,28
20200321,TN,371,3272,,,,,,,,,,0d22ce2fe7a48c5d227264fc25809f8f79d34f41,2020-03-21T20:00:00Z,3643,3643,47,0,0,2709,143,2852
20200321,TX,304,6218,,,,,,,,,5,80128b9f9d463a9ff3fbfbce223e723421a3ea24,2020-03-21T20:00:00Z,6522,6522,48,0,0,1135,110,1245
20200321,UT,136,2424,,,,,,,,,0,6a136014bac7fd035f4ade5476f15310756ff7e3,2020-03-21T20:00:00Z,2560,2560,49,0,0,389,24,413
20200321,VA,152,2638,,,25,,,,,,2,c607efcf672fd05808ec7b7e11542225e74fceb1,2020-03-21T20:00:00Z,2790,2790,51,0,0,427,38,465
20200321,VI,6,,,,,,,,,,0,eeb8eeb3a990a30b429c3ca0642255f0235d7698,2020-03-21T20:00:00Z,6,6,78,0,0,0,3,3
20200321,VT,29,779,,,,,,,,,2,91587c01310ed04775b068788daab1f59bbc2671,2020-03-21T20:00:00Z,808,808,50,0,0,0,0,0
20200321,WA,1524,21719,,,,,,,,,83,ece91fbc83239e72bef0a845915309e1a342b03f,2020-03-21T20:00:00Z,23243,23243,53,9,0,2383,148,2531
20200321,WI,281,4628,,,,,,,,,4,2d519c9babffded413e0c5241d7ff65ff6cd668f,2020-03-21T20:00:00Z,4909,4909,55,1,0,1173,75,1248
20200321,WV,11,330,2,,1,,,,,,0,7296946414699cf04eb97f3877d1a231d2bbe7c9,2020-03-21T20:00:00Z,341,343,54,0,0,111,4,115
20200321,WY,23,438,,,,,,,,,,00a51294c61014fefb438833f9c72179ad9e8da0,2020-03-21T20:00:00Z,461,461,56,0,0,107,4,111
20200320,AK,12,686,,,,,,,,,,68869576295c392be3bec9b1af15353f1d4a2655,2020-03-20T20:00:00Z,698,698,02,0,0,286,6,292
20200320,AL,81,28,,,,,,,,,0,f39cb8064b64886cee7d42df2a030f8b28595add,2020-03-20T20:00:00Z,109,109,01,0,0,0,13,13
20200320,AR,96,351,203,,,,,,,,,de15f14e7d7e9b8fe76ffa323210448845bdefe8,2020-03-20T20:00:00Z,447,650,05,0,0,41,50,91
20200320,AS,0,,,,,,,,,,0,97200276a220dda7c2616dc904937a34ca51d4e3,2020-03-20T20:00:00Z,0,0,60,0,0,0,0,0
20200320,AZ,65,211,101,,,,,,,,0,9d91be17dda2d1067234d75bc7fdb37cefd67a63,2020-03-20T20:00:00Z,276,377,04,0,0,36,21,57
20200320,CA,1063,10424,,,,,,,,,20,226d9a6cc9f11e205cb06552e4127e1c6eb0766b,2020-03-20T20:00:00Z,11487,11487,06,2,0,1637,139,1776
20200320,CO,277,2675,,,,,,,,,3,9bd80364afa3fd6ca84b04fde5cdc6c460cf6265,2020-03-20T20:00:00Z,2952,2952,08,1,0,563,61,624
20200320,CT,194,604,,,,,,,,,3,f2eb254833a22272a96d8767e56b3ba05e691320,2020-03-20T20:00:00Z,798,798,09,2,0,0,98,98
20200320,DC,71,501,1,,,,,,,,1,cb4c48b87f30e02be6fc161141810cd5f1011b99,2020-03-20T20:00:00Z,572,573,11,1,0,348,32,380
20200320,DE,38,36,,,,,,,,,0,fb2a07e874482eddd73d782a161eb8a38f0d4b95,2020-03-20T20:00:00Z,74,74,10,0,0,0,8,8
20200320,FL,520,1870,1026,,,,,,,,10,b88d1cd36f44509395a01167583f59a66e566f20,2020-03-20T20:00:00Z,2390,3416,12,2,0,337,130,467
20200320,GA,420,1966,,,,,,,,,13,4f96ad19170ba4ff4a14b385fd090fe4642fa7d5,2020-03-20T20:00:00Z,2386,2386,13,3,0,422,133,555
20200320,GU,14,86,,,,,,,,,,4252d2fd40504bdbd39f04efa57f03c3c6bcdfef,2020-03-20T20:00:00Z,100,100,66,0,0,17,2,19
20200320,HI,26,124,9,,,,,,,,,dab92e66cc41f6cd67edf92a6efabd75557d624d,2020-03-20T20:00:00Z,150,159,15,0,0,31,10,41
20200320,IA,45,642,,,,,,,,,,f52bab4867c7caa6a0771422756dc67c91e3f160,2020-03-20T20:00:00Z,687,687,19,0,0,559,7,566
20200320,ID,23,590,,,,,,,,,,f3fca1214400448c38c0e78df9349e4829285824,2020-03-20T20:00:00Z,613,613,16,0,0,133,12,145
20200320,IL,585,3696,,,,,,,,,5,9da890184e553073a89d933eff593f8d9de79b54,2020-03-20T20:00:00Z,4281,4281,17,1,0,971,163,1134
20200320,IN,79,475,,,,,,,,,2,4ae39648281e9e56b94f782fa19ea8794d07f368,2020-03-20T20:00:00Z,554,554,18,0,0,151,23,174
20200320,KS,44,417,,,,,,,,,1,2e048b3501a5b7657e46c6ef90ce48c5f1f43fff,2020-03-20T20:00:00Z,461,461,20,0,0,0,10,10
20200320,KY,47,592,,,,,,,,,1,5640e4039d534918f5c9a34c9fc8458c70a94dc8,2020-03-20T20:00:00Z,639,639,21,0,0,138,12,150
20200320,LA,479,568,,,,,,,,,12,8690e7e07b4b514549b8e2f3abbca14f7eec1682,2020-03-20T20:00:00Z,1047,1047,22,4,0,110,132,242
20200320,MA,413,3678,,,,,,,,,1,4d8b1548e39902b291b0078f1e5391178a04cb41,2020-03-20T20:00:00Z,4091,4091,25,1,0,874,85,959
20200320,MD,149,94,,,,,,,,,1,98b427e62ef5578d2fa230cc3dc71b6a787de282,2020-03-20T20:00:00Z,243,243,24,0,0,0,42,42
20200320,ME,57,2264,,,,,,,,,,0f010d48121443938ddd943fa54067e14bf35a3a,2020-03-20T20:00:00Z,2321,2321,23,0,0,260,4,264
20200320,MI,549,2069,,,,,,,,,3,d363f22fd432d6b4e920877abd9feea4e15e9b67,2020-03-20T20:00:00Z,2618,2618,26,0,0,-44,213,169
20200320,MN,115,3741,,,,,,,,,,90064790dcc4c2e3c799cdc679670c91e15c8a42,2020-03-20T20:00:00Z,3856,3856,27,0,0,792,26,818
20200320,MO,47,369,,,,,,,,,1,cda6f48dfba2f8026d81ecd4f516856ba2a50643,2020-03-20T20:00:00Z,416,416,29,0,0,61,23,84
20200320,MP,0,,,,,,,,,,0,4d58cdc90c6b33493ad119100d61920423641aa4,2020-03-20T20:00:00Z,0,0,69,0,0,0,0,0
20200320,MS,80,695,,,,,,,,,1,cb0cc84237d70712be1143d592b90a1ec882e548,2020-03-20T20:00:00Z,775,775,28,1,0,143,30,173
20200320,MT,16,931,,,,,,,,,,d0ca690fa61475a84a64b5d52b5dbb40f3c89732,2020-03-20T20:00:00Z,947,947,30,0,0,170,4,174
20200320,NC,137,3096,,,,,,,,,0,6c401270489e3dc169fa12287086e66fd7de6324,2020-03-20T20:00:00Z,3233,3233,37,0,0,688,40,728
20200320,ND,20,800,,,,,,,,,0,59351e5b691714f7139cd15954f9621ff5236c8e,2020-03-20T20:00:00Z,820,820,38,0,0,307,5,312
20200320,NE,32,240,,,,,,,,,0,3ed824323be6ea49f6c483d1aefac3bbed9e3926,2020-03-20T20:00:00Z,272,272,31,0,0,0,5,5
20200320,NH,44,745,631,,,,,,,,,29239f97fe01cafd2d7fd020dcc731e411b6d964,2020-03-20T20:00:00Z,789,1420,33,0,0,124,5,129
20200320,NJ,890,264,86,,,,,,,,11,42df1f302d295d6bc30d1b451ee0e6c5bb7abbcf,2020-03-20T20:00:00Z,1154,1240,34,2,0,54,148,202
20200320,NM,43,3771,,,,,,,,,,b0da036eda86dd1964f961b10bd7e97b100624cc,2020-03-20T20:00:00Z,3814,3814,35,0,0,1009,8,1017
20200320,NV,109,1992,-3,,,,,,,,1,bdf1f7e29ad7160dde01c9b9717ea492103d548a,2020-03-20T20:00:00Z,2101,2098,32,0,0,366,14,380
20200320,NY,7102,25325,,,,,,,,,35,62d638f8c2771c57310e80c7cef465d8623f9a18,2020-03-20T20:00:00Z,32427,32427,36,23,0,7193,2950,10143
20200320,OH,169,140,,,,,,,,,1,ae38bb1163667b97e5229d8b8b7a7cee9b8a7210,2020-03-20T20:00:00Z,309,309,39,1,0,0,50,50
20200320,OK,49,538,374,,,,,,,,1,63097898558422ba60601ab48639ecca1a4db016,2020-03-20T20:00:00Z,587,961,40,0,0,72,5,77
20200320,OR,114,2003,433,,,,,,,,3,ded6234d4ca51b5a19b0ad0510a3415bd374f8fb,2020-03-20T20:00:00Z,2117,2550,41,0,0,674,26,700
20200320,PA,268,2574,,,,,,,,,1,b9f0b10cf4e098aabce501f577e8db1cbc973ba7,2020-03-20T20:00:00Z,2842,2842,42,0,0,966,83,1049
20200320,PR,14,114,52,,,,,,,,,28c128be9cba04346048834ce276afaaa748e4b1,2020-03-20T20:00:00Z,128,180,72,0,0,58,9,67
20200320,RI,54,654,140,,,,,,,,,22127895720a64a7e2b65cff5121dee860299189,2020-03-20T20:00:00Z,708,848,44,0,0,114,21,135
20200320,SC,81,833,,,,,,,,,1,53cbb6758d07e913d8bcfb7bfb60fe8c57f01774,2020-03-20T20:00:00Z,914,914,45,0,0,250,21,271
20200320,SD,14,663,270,,,,,,,,1,92af52ae6ea3ada1b38dfd3e4c7835679cf41025,2020-03-20T20:00:00Z,677,947,46,0,0,112,3,115
20200320,TN,228,563,,,,,,,,,,28ae2347f2ca3c04b9119822659e7a2779fe312a,2020-03-20T20:00:00Z,791,791,47,0,0,214,74,288
20200320,TX,194,5083,,,,,,,,,5,3906992bd0bf47387b7ef9ce2ebb94677a4943ec,2020-03-20T20:00:00Z,5277,5277,48,2,0,2871,51,2922
20200320,UT,112,2035,,,,,,,,,0,e2b8daae95b046c9b3cb4514baa3382ab8d00141,2020-03-20T20:00:00Z,2147,2147,49,0,0,587,34,621
20200320,VA,114,2211,,,,,,,,,2,63e5b6956a0fd12b992c3684a8b7d58b51d00e3e,2020-03-20T20:00:00Z,2325,2325,51,0,0,382,20,402
20200320,VI,3,,,,,,,,,,0,08c26f13d5b5dbb87e8f6dd9e0970f9088f13166,2020-03-20T20:00:00Z,3,3,78,0,0,0,0,0
20200320,VT,29,779,,,,,,,,,2,651a5543a0086ad6e0a86f7c91847b64cdde088f,2020-03-20T20:00:00Z,808,808,50,2,0,134,7,141
20200320,WA,1376,19336,,,,,,,,,74,94ea12d66be1aca77e62140dfdf2dd5427e642d7,2020-03-20T20:00:00Z,20712,20712,53,8,0,3418,189,3607
20200320,WI,206,3455,,,,,,,,,3,bf5a892e22443af68aa9affbdc851f60ee9903dc,2020-03-20T20:00:00Z,3661,3661,55,3,0,1263,51,1314
20200320,WV,7,219,13,,,,,,,,0,053dea32b685f8a7258a4956494705840b1d526f,2020-03-20T20:00:00Z,226,239,54,0,0,76,5,81
20200320,WY,19,331,,,,,,,,,,ba9bb20d08c95ac2480d2955be792586bb95da88,2020-03-20T20:00:00Z,350,350,56,0,0,60,1,61
20200319,AK,6,400,,,,,,,,,,3e89935acc4d7fa2c68d70e662632040bb6bddd5,2020-03-19T20:00:00Z,406,406,02,0,0,-6,0,-6
20200319,AL,68,28,,,,,,,,,0,21c7792fb31e34552ab690a665ef5c8c0412492d,2020-03-19T20:00:00Z,96,96,01,0,0,0,22,22
20200319,AR,46,310,113,,,,,,,,,d2970e07d901d5c5d4f857145e5ce6a83542615d,2020-03-19T20:00:00Z,356,469,05,0,0,74,13,87
20200319,AS,0,,,,,,,,,,0,1ecfd4faaa7878302f275673bcf4b727644c7c99,2020-03-19T20:00:00Z,0,0,60,0,0,0,0,0
20200319,AZ,44,175,130,,,,,,,,0,f2da18de867958090a4802d82bbde7a320971cbc,2020-03-19T20:00:00Z,219,349,04,0,0,27,16,43
20200319,CA,924,8787,,,,,,,,,18,2bb398f547457155ef82bf694d35e76d5600a0e2,2020-03-19T20:00:00Z,9711,9711,06,5,0,806,313,1119
20200319,CO,216,2112,,,,,,,,,2,4d97e30e7070ade79576a3e32613b4ff2100fce9,2020-03-19T20:00:00Z,2328,2328,08,0,0,495,33,528
20200319,CT,96,604,,,,,,,,,1,2ae5647fd1dae3c0e127f8ad0938bec680985ff2,2020-03-19T20:00:00Z,700,700,09,1,0,479,28,507
20200319,DC,39,153,11,,,,,,,,0,398f6cab50aaebcbbf5d89016bc73b0a0accfb59,2020-03-19T20:00:00Z,192,203,11,0,0,15,8,23
20200319,DE,30,36,,,,,,,,,0,3c285a424e9c9a6b5da3bfa7219316ac43e335e1,2020-03-19T20:00:00Z,66,66,10,0,0,0,5,5
20200319,FL,390,1533,1019,,,,,,,,8,582e5500559423b23d353b566e4dcc59e8c74373,2020-03-19T20:00:00Z,1923,2942,12,1,0,308,76,384
20200319,GA,287,1544,,,,,,,,,10,5d39edd32a6eda2fb8cfce6eab1aa50d29df1f0d,2020-03-19T20:00:00Z,1831,1831,13,9,0,233,90,323
20200319,GU,12,69,,,,,,,,,,298f3ebc079ff051b4c95c51a9bf8a5c20fbe680,2020-03-19T20:00:00Z,81,81,66,0,0,12,4,16
20200319,HI,16,93,9,,,,,,,,,536c463e023a548097e2a71aaae64136988ab380,2020-03-19T20:00:00Z,109,118,15,0,0,0,2,2
20200319,IA,38,83,,,,,,,,,,b654cbf741bb6d5c339fbb7b71ad618aa2506094,2020-03-19T20:00:00Z,121,121,19,0,0,0,9,9
20200319,ID,11,457,,,,,,,,,,9b1f393e5dc9e2af27348f9cbf5cca608f3cc8f5,2020-03-19T20:00:00Z,468,468,16,0,0,-2,2,0
20200319,IL,422,2725,,,,,,,,,4,6fc55a0be9f2b89abecc14a6618516dd3648194e,2020-03-19T20:00:00Z,3147,3147,17,3,0,962,134,1096
20200319,IN,56,324,,,,,,,,,2,92fc993cfa5128d8fe6dfa39f011edc78d311633,2020-03-19T20:00:00Z,380,380,18,0,0,170,17,187
20200319,KS,34,417,,,,,,,,,1,03c70f9012b81c491fe9615a557216ffef776fa9,2020-03-19T20:00:00Z,451,451,20,0,0,0,18,18
20200319,KY,35,454,,,,,,,,,1,25c6a512131fe611ac72827fab1a09419669e248,2020-03-19T20:00:00Z,489,489,21,0,0,100,9,109
20200319,LA,347,458,,,,,,,,,8,4b8632b6d9ccff7d50d85870545bc864ae654158,2020-03-19T20:00:00Z,805,805,22,2,0,123,107,230
20200319,MA,328,2804,,,,,,,,,,6d2f2e6c8cc40e5f824cdd3d6bff6f68f7d69481,2020-03-19T20:00:00Z,3132,3132,25,0,0,789,72,861
20200319,MD,107,94,,,,,,,,,1,75b4eea47d513952ea0eff2ee0c8187069f56d2e,2020-03-19T20:00:00Z,201,201,24,1,0,0,22,22
20200319,ME,53,2004,,,,,,,,,,332ed36bb5c5575d2b4d545dcb673911abe10aac,2020-03-19T20:00:00Z,2057,2057,23,0,0,334,10,344
20200319,MI,336,2113,,,,,,,,,3,a05f3f6cb8e373811c39fd18b0ad4d188425e592,2020-03-19T20:00:00Z,2449,2449,26,3,0,1841,256,2097
20200319,MN,89,2949,,,,,,,,,,7c31311fb8139cab4040b70dcbc8948e5cb19deb,2020-03-19T20:00:00Z,3038,3038,27,0,0,264,12,276
20200319,MO,24,308,,,,,,,,,1,d80132df76b8d9711f83e5b693eb382da64de359,2020-03-19T20:00:00Z,332,332,29,1,0,55,11,66
20200319,MP,0,,,,,,,,,,0,8fb55262024e1c3895082ff8bd067c167917bb58,2020-03-19T20:00:00Z,0,0,69,0,0,0,0,0
20200319,MS,50,552,,,,,,,,,,6dfef195944592e047012a7659ec667c0871dca5,2020-03-19T20:00:00Z,602,602,28,0,0,73,16,89
20200319,MT,12,761,0,,,,,,,,,73b4109ca49f0bd5d421d2cbfef33e89cc4884b6,2020-03-19T20:00:00Z,773,773,30,0,0,262,2,264
20200319,NC,97,2408,,,,,,,,,0,534dca4c961ab35eeb344e3641fadb7fbe92e5a3,2020-03-19T20:00:00Z,2505,2505,37,0,0,621,34,655
20200319,ND,15,493,,,,,,,,,0,b2f415e7341bffedc498e73fb115ab61a9b45090,2020-03-19T20:00:00Z,508,508,38,0,0,225,9,234
20200319,NE,27,240,,,,,,,,,0,abb0b4ff6bea65056863e3799b47942f5806ec6a,2020-03-19T20:00:00Z,267,267,31,0,0,34,3,37
20200319,NH,39,621,231,,,,,,,,,bbbd50085e5d46b33d65aaafc11bb4d557fb624a,2020-03-19T20:00:00Z,660,891,33,0,0,108,13,121
20200319,NJ,742,210,74,,,,,,,,9,873630d5884aaddbdf17b47a87ee70f820afa966,2020-03-19T20:00:00Z,952,1026,34,4,0,20,315,335
20200319,NM,35,2762,,,,,,,,,,6c2271de9fdf5dc01a1ec74ff6c929d33af01384,2020-03-19T20:00:00Z,2797,2797,35,0,0,436,7,443
20200319,NV,95,1626,,,,,,,,,1,6f82be0cd38e7896a63a1af6709756bfaf47800c,2020-03-19T20:00:00Z,1721,1721,32,0,0,1458,40,1498
20200319,NY,4152,18132,,,,,,,,,12,52845c23d04fbd2ae8b6a9b2e7cf62bb55a300ac,2020-03-19T20:00:00Z,22284,22284,36,0,0,5917,1770,7687
20200319,OH,119,140,,,,,,,,,,5c13c4898a2b51f3d530ae8c60ab7e08dcd70720,2020-03-19T20:00:00Z,259,259,39,0,0,0,31,31
20200319,OK,44,466,250,,,,,,,,1,000a29326dd1f2f6608039857258da0ee1ecbc83,2020-03-19T20:00:00Z,510,760,40,1,0,88,15,103
20200319,OR,88,1329,437,,,,,,,,3,3b1375b28863c9e783b6ca913fbd44c92a52f807,2020-03-19T20:00:00Z,1417,1854,41,0,0,211,13,224
